name,year,selling_price, km_driven ,fuel,seller_type,transmission,owner,Year Grouping
Mahindra Xylo D2 BS IV,2015,"?434,999","100,000",Diesel,Individual,Manual,Third Owner,2016 - 2020
Mahindra Scorpio SLE BSIV,2011,"?484,999","99,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Ritz VDi,2009,"?175,000","80,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Honda Civic 1.8 S MT,2006,"?220,000","120,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Honda BR-V i-VTEC VX MT,2020,"?1,250,000","1,100",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Omni E MPI STD BS IV,2017,"?215,000","34,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2014,"?625,000","68,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,"?615,000","15,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Chevrolet Beat Diesel PS,2012,"?130,000","58,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Tata Indigo CS eLX BS IV,2013,"?175,000","50,300",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Indigo CR4,2011,"?150,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Indica Vista TDI LS,2011,"?195,000","60,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Maruti Ertiga 1.5 VDI,2020,"?550,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Isuzu D-Max V-Cross Standard,2018,"?1,500,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Skoda Superb 1.8 TFSI MT,2010,"?400,000","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Nissan Kicks XV Premium D BSIV,2019,"?1,350,000","15,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift 1.2 DLX,2015,"?217,000","45,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI BSIV,2011,"?290,000","130,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Bolero Power Plus SLX,2018,"?700,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 Base,2014,"?175,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,"?575,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ritz LDi,2016,"?380,000","100,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Mahindra Xylo D4 BSIV,2013,"?350,000","151,624",Diesel,Individual,Manual,Second Owner,2011 -2015
Renault Duster 85PS Diesel RxL Optional,2012,"?450,000","160,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Santro AT CNG,2005,"?130,000","110,000",CNG,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift VDI BSIV,2015,"?320,000","74,820",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2014,"?550,000","82,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R VXI BS IV,2015,"?370,000","50,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Chevrolet Beat LT,2010,"?114,999","70,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Ford Ecosport Sports Petrol,2020,"?1,100,000","1,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Tucson CRDi,2006,"?170,000","170,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Tata Indigo TDI,2008,"?80,000","150,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,"?950,000","17,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2014,"?425,000","150,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai i20 Asta Option 1.4 CRDi,2015,"?500,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Santro Xing XG eRLX Euro III,2005,"?70,000","170,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Honda Amaze S i-Dtech,2013,"?349,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai i20 1.2 Sportz,2012,"?330,000","90,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Hyundai Santro Xing GLS,2010,"?120,000","90,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Hyundai Verna 1.6 SX CRDi (O),2013,"?430,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift VDI BSIV,2014,"?390,000","90,000",Diesel,Individual,Manual,First Owner,2011 -2015
Nissan Micra Diesel XV Primo,2012,"?225,000","129,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,"?350,000","186,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Tata Sumo LX,2009,"?100,000","66,778",Diesel,Individual,Manual,First Owner,2006 - 2010
Hyundai EON Era Plus,2014,"?190,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai i20 Sportz 1.4 CRDi,2014,"?315,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Grand i10 CRDi Magna,2015,"?300,000","60,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Renault KWID RXT,2016,"?280,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Tiago 1.2 Revotron XZ,2018,"?539,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Celerio ZXI,2017,"?420,000","50,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Omni E 8 Str STD,2001,"?85,000","70,000",Petrol,Individual,Manual,Third Owner,2001 - 2005
OpelCorsa 1.6Gls,2004,"?142,000","73,000",Petrol,Individual,Manual,Fourth & Above Owner,2001 - 2005
Hyundai EON D Lite,2014,"?180,000","76,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,"?400,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,"?360,000","170,000",Diesel,Individual,Automatic,Third Owner,2006 - 2010
Hyundai Santro Xing XG,2003,"?85,000","110,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Honda Brio 1.2 S MT,2016,"?350,000","63,400",Petrol,Individual,Manual,First Owner,2016 - 2020
Datsun GO Plus T BSIV,2015,"?380,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Era,2009,"?140,000","80,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti Wagon R VXI BS IV,2012,"?200,000","90,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Santro Xing GL,2011,"?150,000","157,000",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra Bolero SLX 2WD,2007,"?300,000","100,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Renault KWID RXT,2017,"?280,000","50,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto K10 2010-2014 VXI,2011,"?200,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,"?110,000","38,500",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai i10 Magna,2008,"?140,000","103,921",Petrol,Individual,Manual,Second Owner,2006 - 2010
Honda City i-VTEC VX,2018,"?1,150,000","14,825",Petrol,Dealer,Manual,First Owner,2016 - 2020
Honda BR-V i-DTEC VX MT,2016,"?910,000","43,377",Diesel,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Diesel Titanium,2010,"?160,000","102,307",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Zen LX,2004,"?105,000","79,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Maruti Wagon R LXI,2004,"?70,000","90,000",Petrol,Individual,Manual,Fourth & Above Owner,2001 - 2005
Chevrolet Beat Diesel,2012,"?160,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Chevrolet Sail Hatchback LT ABS,2013,"?225,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Honda City 1.3 EXI,2002,"?145,000","100,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,"?930,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Getz 1.5 CRDi GVS,2008,"?110,000","154,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Renault Lodgy Stepway 85PS RXZ 8S,2017,"?650,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VXI,2019,"?550,000","51,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto LX BSIII,2008,"?85,000","120,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Toyota Etios 1.5 V,2016,"?509,999","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Baleno Alpha 1.3,2017,"?650,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Chevrolet Spark 1.0 LS,2011,"?140,000","60,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Alto LXi,2011,"?150,000","70,000",Petrol,Individual,Manual,First Owner,2011 -2015
Datsun GO Plus A Option Petrol,2018,"?450,000","10,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Hyundai Accent CRDi,2006,"?170,000","245,244",Diesel,Individual,Manual,Fourth & Above Owner,2006 - 2010
Renault KWID 1.0 RXT Optional,2017,"?400,000","60,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Tiago 1.2 Revotron XE,2016,"?300,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 Base,2012,"?250,000","8,000",Petrol,Individual,Manual,First Owner,2011 -2015
Tata Tigor 1.2 Revotron XM,2019,"?500,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Accent CRDi,2002,"?85,000","100,000",Diesel,Individual,Manual,Third Owner,2001 - 2005
Nissan Sunny Diesel XL,2012,"?300,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 AT W8 FWD,2015,"?740,000","45,000",Diesel,Dealer,Automatic,First Owner,2016 - 2020
Hyundai Santro Xing XG,2005,"?70,000","68,500",Petrol,Dealer,Manual,First Owner,2006 - 2010
Hyundai Santro Sportz AMT,2019,"?484,999","5,007",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Nissan Micra Active XV S,2013,"?164,000","30,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda City 1.5 V AT,2008,"?140,000","70,000",Petrol,Individual,Automatic,First Owner,2006 - 2010
Mercedes-Benz E-Class E250 CDI Elegance,2011,"?999,000","49,600",Diesel,Dealer,Automatic,First Owner,2011 -2015
Maruti Alto LXI,2005,"?56,000","23,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
BMW 7 Series 730Ld,2006,"?1,050,000","30,000",Diesel,Dealer,Automatic,First Owner,2006 - 2010
Hyundai Verna 1.6 VTVT,2010,"?190,000","38,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Audi Q5 3.0 TDI Quattro Technology,2018,"?3,899,000","22,000",Diesel,Dealer,Automatic,First Owner,2016 - 2020
Hyundai i10 Sportz 1.2,2011,"?235,000","43,100",Petrol,Dealer,Manual,First Owner,2011 -2015
Datsun GO Plus T,2017,"?350,000","10,171",Petrol,Dealer,Manual,First Owner,2016 - 2020
Renault Duster 110PS Diesel RxL,2015,"?465,000","41,123",Diesel,Dealer,Manual,First Owner,2016 - 2020
Toyota Camry Hybrid 2.5,2017,"?1,900,000","20,118",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Honda City i DTec SV,2014,"?450,000","40,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Volkswagen Jetta 2.0L TDI Highline,2015,"?790,000","52,517",Diesel,Dealer,Manual,First Owner,2016 - 2020
Mahindra Marazzo M2 8Str,2019,"?900,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,"?450,000","99,117",Diesel,Dealer,Manual,First Owner,2011 -2015
Chevrolet Spark 1.0 LS,2009,"?135,000","90,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti Celerio ZXI MT BSIV,2019,"?425,000","3,700",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Indica Vista Terra 1.4 TDI,2010,"?100,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,"?650,000","100,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Tata Indica Vista Aqua 1.4 TDI,2011,"?90,000","54,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai EON Era Plus,2017,"?250,000","19,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2014,"?300,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R VXI BS IV,2014,"?275,000","30,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda BRV i-VTEC V MT,2017,"?600,000","43,500",Petrol,Individual,Manual,First Owner,2016 - 2020
Renault KWID RXT,2016,"?270,000","60,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Renault KWID RXT Optional,2016,"?240,000","70,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Renault KWID 1.0 RXT Optional,2016,"?350,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Omni 5 Str STD,1998,"?65,000","60,000",Petrol,Dealer,Manual,Third Owner,1992 - 2000
Maruti Swift Dzire VDI,2015,"?650,000","58,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LX BS IV,2014,"?350,000","40,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Wagon R LXI,2005,"?75,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,"?440,000","70,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Hyundai Santro Xing GLS,2013,"?270,000","60,000",Petrol,Individual,Manual,First Owner,2011 -2015
Toyota Innova 2.5 V Diesel 7-seater,2014,"?1,150,000","135,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Omni 8 Seater BSII,2015,"?238,000","70,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Mercedes-Benz B Class B180 Sports,2013,"?1,100,000","40,000",Petrol,Individual,Automatic,Second Owner,2011 -2015
Mahindra XUV500 W10 2WD,2015,"?1,200,000","75,000",Diesel,Dealer,Manual,Second Owner,2016 - 2020
Skoda Fabia 1.2L Diesel Ambiente,2010,"?260,000","150,000",Diesel,Individual,Manual,First Owner,2011 -2015
Toyota Etios VD,2012,"?350,000","140,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Toyota Etios Liva VD,2015,"?480,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Etios Liva GD,2012,"?345,000","137,250",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio M2DI,2013,"?500,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Grand i10 Asta Option,2017,"?595,000","27,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Hyundai Verna CRDi 1.6 SX Option,2019,"?1,295,000","9,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Volkswagen Vento 1.5 TDI Highline BSIV,2019,"?1,350,000","5,400",Diesel,Dealer,Manual,Test Drive Car,2016 - 2020
Renault KWID Climber 1.0 MT Opt BSIV,2020,"?541,000","1,000",Petrol,Dealer,Manual,Test Drive Car,2016 - 2020
Hyundai Santro Asta,2018,"?515,000","16,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Aspire Titanium Plus Diesel,2019,"?894,999","13,000",Diesel,Dealer,Manual,Test Drive Car,2016 - 2020
Renault Pulse RxZ Optional,2012,"?325,000","47,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Ciaz 1.4 Alpha,2018,"?925,000","22,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Nissan Terrano XL P,2017,"?844,999","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ciaz 1.4 Alpha,2018,"?925,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Manza Club Class Quadrajet90 LX,2013,"?300,000","60,000",Diesel,Individual,Manual,First Owner,2011 -2015
Toyota Camry M/t,2008,"?650,000","75,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Alto K10 LXI,2010,"?175,000","64,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti SX4 S Cross DDiS 320 Delta,2015,"?325,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Renault Duster 85PS Diesel RxZ,2017,"?600,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift ZXI Plus,2018,"?700,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Toyota Corolla H3,2003,"?95,000","120,000",Petrol,Individual,Automatic,Second Owner,2001 - 2005
Maruti Celerio ZXI,2019,"?490,000","20,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Tata Safari DICOR 2.2 EX 4x2,2013,"?380,000","100,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,"?550,000","31,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI,2013,"?225,000","47,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Tata Nexon 1.2 Revotron XM,2018,"?570,000","11,200",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI,2018,"?305,000","35,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Wagon R Duo Lxi,2010,"?240,000","50,000",LPG,Dealer,Manual,First Owner,2011 -2015
Maruti Ertiga SHVS VDI,2015,"?700,000","55,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Omni E MPI STD BS IV,2018,"?288,000","20,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Mahindra Bolero B4,2017,"?800,000","75,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Celerio VXI,2017,"?430,000","93,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Chevrolet Beat Diesel LT Option,2009,"?195,000","57,000",Diesel,Dealer,Manual,Second Owner,2006 - 2010
Maruti Eeco Smiles 5 Seater AC,2014,"?325,000","30,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Renault Duster 85PS Diesel RxE,2013,"?450,000","73,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Swift Dzire VDI,2016,"?630,000","65,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Swift 1.3 VXi,2009,"?250,000","62,000",Petrol,Dealer,Manual,Second Owner,2006 - 2010
Hyundai Santro GLS I - Euro II,2007,"?135,000","85,000",Petrol,Dealer,Manual,First Owner,2006 - 2010
Chevrolet Spark 1.0 PS,2010,"?110,000","73,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Swift ZDi,2012,"?350,000","55,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Omni E MPI STD BS IV,2016,"?240,000","5,800",Petrol,Individual,Manual,Second Owner,2016 - 2020
Toyota Innova 2.5 V Diesel 8-seater,2009,"?350,000","350,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Swift ZXI Plus,2018,"?600,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2018,"?750,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai EON Era Plus,2018,"?270,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto LXi,2007,"?90,000","100,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Wagon R Stingray VXI,2013,"?350,000","65,000",Petrol,Individual,Manual,First Owner,2011 -2015
Ford Figo Diesel Celebration Edition,2013,"?285,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 E Diesel MS 7-seater,2011,"?665,000","267,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio 2.6 CRDe,2005,"?175,000","250,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Mahindra Xylo D2,2011,"?350,000","140,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Honda City i-VTEC CVT ZX,2018,"?1,225,000","22,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Honda Jazz Select Edition Active,2010,"?285,000","60,000",Petrol,Dealer,Manual,Second Owner,2011 -2015
Honda City i-VTEC VX,2018,"?1,000,000","28,635",Petrol,Dealer,Manual,First Owner,2016 - 2020
Honda Amaze VX Diesel BSIV,2018,"?780,000","32,114",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Celerio VXI,2014,"?300,000","82,000",Petrol,Dealer,Manual,Second Owner,2011 -2015
Maruti Swift VXI BSIII,2006,"?160,000","95,149",Petrol,Dealer,Manual,Second Owner,2006 - 2010
Honda Amaze VX i-VTEC,2018,"?625,000","68,458",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Ritz VXi,2010,"?265,000","42,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda City i DTEC V,2014,"?515,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 Active 1.4 SX,2016,"?650,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra TUV 300 T8,2017,"?650,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Getz 1.3 GLS,2010,"?150,000","105,546",Petrol,Individual,Manual,First Owner,2011 -2015
Toyota Etios Liva 1.2 V,2018,"?500,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Toyota Innova 2.5 GX 7 STR BSIV,2012,"?1,000,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 Magna Optional 1.2,2013,"?340,000","35,000",Petrol,Individual,Manual,First Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,"?1,010,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Toyota Etios GD,2011,"?350,000","120,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Maruti Swift VDI BSIV,2016,"?595,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio VLX 2WD BSIV,2014,"?700,000","130,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Renault KWID RXL,2019,"?265,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto K10 VXI,2015,"?320,000","60,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Honda City 1.5 S MT,2011,"?310,000","110,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda City i DTEC VX,2014,"?700,000","130,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Alto LXi BSIII,2009,"?130,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift Dzire VDi,2009,"?150,000","120,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Honda Amaze E i-Dtech,2015,"?300,000","104,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
